incident_id,source_system,source_article,incident_day,target_text,target_country_guess,actor,strike_type,damage_confirmed,energy_relevant,target_lat,target_lon,description,source_urls
wiki_20260303_iran_banned_food_exports_and_o_190,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-03,"Iran banned food exports, and ordered people to uninstall and disable foreign so",Iran,Iran,missile,FALSE,TRUE,27.47611,52.6075,"Iran banned food exports, and ordered people to uninstall and disable foreign social media apps on their phones over security concerns. State media announced that Iran has stocked one month of wheat flour and essential food products. Iran announced that the IRGC was setting up checkpoints in cities nationwide. State media reported that Ali Khamenei's son and possible heir Mojtaba Khamenei ""miraculously survived missile strike"" that ended his father's life. He was subsequently elected as the new Supreme Leader of Iran.",https://aje.news/xgc2gx?update=4361205 | https://www.shahrekhabar.com/news/177253848038627 | https://way2pay.ir/501670/ | https://sahebkhabar.ir/news/77361719/%D9%BE%DB%8C%D8%A7%D9%85-%D8%B1%D8%B3%D8%A7%D9%86-%D9%87%D8%A7%DB%8C-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C-%D8%B1%D8%A7-%D8%BA%DB%8C%D8%B1%D9%81%D8%B9%D8%A7%D9%84-%DB%8C%D8%A7-%D8%AD%D8%B0%D9%81-%DA%A9%D9%86%DB%8C%D8%AF | https://www.shahrekhabar.com/news/177244692015589 | https://sahebkhabar.ir/news/77368038/%D8%B3%D8%B1%D8%AF%D8%A7%D8%B1-%D9%86%D8%A7%D8%A6%DB%8C%D9%86%DB%8C-%D8%AF%D8%B4%D9%85%D9%86-%D8%A7%D8%B2-%D8%AC%D9%86%DA%AF-%DB%B1%DB%B2-%D8%B1%D9%88%D8%B2%D9%87-%D8%AF%D8%B1%D8%B3-%D9%86%DA%AF%D8%B1%D9%81%D8%AA-%D9%BE%D8%A7%D8%B3%D8%AE-%D9%87%D8%A7%DB%8C-%D9%85%D8%A7-%DA%A9%D9%88%D8%A8%D9%86%D8%AF%D9%87-%D8%AA%D8%B1 | https://sahebkhabar.ir/news/77368848/%D8%A2%D8%AE%D8%B1%DB%8C%D9%86-%D8%AE%D8%A8%D8%B1-%D8%A7%D8%B2-%D9%88%D8%B6%D8%B9%DB%8C%D8%AA-%D8%B3%DB%8C%D8%AF-%D9%85%D8%AC%D8%AA%D8%A8%DB%8C-%D8%AE%D8%A7%D9%85%D9%86%D9%87-%D8%A7%DB%8C | https://www.iranintl.com/en/liveblog/202602288143
wiki_20260303_iran_continued_its_strikes_on__185,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-03,Iran continued its strikes on Israel and the Gulf states.,Iran,Iran,unknown,FALSE,FALSE,27.47611,52.6075,Iran continued its strikes on Israel and the Gulf states.,https://sundayguardianlive.com/world/iran-israel-latest-news-civilian-iran-air-passenger-jet-destroyed-at-bushehr-airport-rosatom-nuclear-plant-suspended-173844/amp/ | https://gulfnews.com/uae/uae-air-defences-intercept-iranian-ballistic-missiles-1.500461428 | https://www.pbs.org/newshour/world/iranian-drones-strike-u-s-embassy-in-saudi-arabia-as-war-widens | https://aje.news/xgc2gx?update=4357043 | https://aje.news/xgc2gx?update=4359635
iransm_s099,iranstrikemap,https://iranstrikemap.com,2026-03-03,Iranian military installation — Kerman Province,Iran,unknown,airstrike,TRUE,FALSE,30.2839,57.0834,"US-Israeli airstrikes killed 13 Iranian troops in Kerman, approximately 800km (500 miles) southeast of Tehran, according to semiofficial Tasnim news agency cited by AP. Kerman is the capital of Kerman Province in southeastern Iran and marks one of the southernmost confirmed strike locations in the campaign. The strikes represent a geographic expansion of the US-Israel operation further into southeastern Iran. Kerman Province borders Hormozgan Province (where Minab school strike occurred) to the south. This is the first confirmed strike on Kerman in the current conflict, extending the confirmed list of Iranian cities struck to 15.","Tasnim News Agency (semiofficial Iranian news outlet) — cited in AP News March 3, 2026 | AP News (March 3, 2026): 'The semiofficial Tasnim news agency reported airstrikes killed 13 Iranian troops in Kerman, 800 kilometers (500 miles) southeast of Iran\'s capital, Tehran.'"
wiki_20260303_isfahan_183,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-03,Isfahan,Iran,Iran,airstrike,TRUE,FALSE,32.65,51.68,"Isfahan, Kermanshah, Shiraz and IEI were bombed, along with other cities. IRIB Tehran HQ was bombed second day in row and switched to Telewebion IP internet streaming TV. Old Mirdamad St., the historic imperial Senate of Iran and the current seat of the Assembly of Experts was bombed, as was the Expediency Discernment Council building. The IDF said that it destroyed a covert nuclear site, as well as the commander of the Quds Force's Lebanon branch, in Tehran. The IDF said it had destroyed 300 Iranian missile launchers since the war began. The IDF announced that it had destroyed the Supreme National Security Council (SNSC) headquarters, along with command-and-control infrastructure and the president's office, noting that it targeted ""the regime's most central and significant headquarters"". Golestan Palace, a UNESCO World Heritage Site, was hit by debris from an Israeli-US airstrike, causing some damage including to the Brilliant Hall and the Marble Throne. The Ministry of Cultural Heritage, Tourism and Handicrafts officially asked UNESCO to evaluate the situation, and UNESCO issued a statement, noting that damaging UNESCO property is against international laws. The Iranian Red Crescent Society raised the number killed to 787.",https://gulfnews.com/world/mena/blown-up-17-iranian-navy-ships-including-1-submarine-says-us-admiral-1.500462632 | https://www.shahrekhabar.com/news/177252246070868 | https://sahebkhabar.ir/news/77368168/%D8%A8%D8%A8%DB%8C%D9%86%DB%8C%D8%AF-%D8%A7%D9%88%D9%84%DB%8C%D9%86-%D8%AA%D8%B5%D8%A7%D9%88%DB%8C%D8%B1-%D8%A7%D8%B2-%D8%AD%D9%85%D9%84%D9%87-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D9%88-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84-%D8%A8%D9%87-%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86 | https://www.shahrekhabar.com/news/177251796010437 | https://www.shahrekhabar.com/news/177250212082695 | https://www.shahrekhabar.com/news/177248946013444 | https://www.iranintl.com/en/202603037480 | https://www.cnn.com/world/live-news/iran-war-us-israel-trump-03-03-26?t=1772564629374 | https://www.timesofisrael.com/liveblog_entry/top-irgc-commander-responsible-for-lebanon-killed-in-tehran-strike-idf/ | https://www.jpost.com/middle-east/iran-news/article-888715 | https://www.iranintl.com/en/202603031120 | https://www.euronews.com/culture/2026/03/03/unesco-expresses-concern-over-the-protection-of-cultural-heritage-sites-in-middle-east | https://www.ndtv.com/lifestyle/how-iran-conflict-damaged-golestan-palace-once-home-of-peacock-throne-looted-from-delhi-11162756/amp/1 | https://sahebkhabar.ir/news/77368672/%D8%A2%D9%85%D8%A7%D8%B1-%D8%B4%D9%87%D8%AF%D8%A7-%D8%A8%D9%87-%DB%B7%DB%B8%DB%B7-%D9%86%D9%81%D8%B1-%D8%B1%D8%B3%DB%8C%D8%AF
wiki_20260303_mina_salman_port_99,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Bahrain,2026-03-03,Mina Salman Port,Bahrain,Iran,intercepted_debris,TRUE,TRUE,29.00391,48.15339,"At approximately 2 AM, Mina Salman Port in Bahrain was struck by an Iranian missile, and a Bangladeshi shipyard worker was killed by falling debris after another Iranian missile was intercepted there. The strike injured 2 more and set the American MT Stena Imperative oil tanker ablaze. The crew aboard the ship reported no casualties. Additionally, debris from an impact that day hit an Amazon Web Services data center, causing electricity issues there.",https://www.bna.bh/en/GeneralCommandofBahrainDefenceForceSuccessfulinterceptionof45Iranianmissilesand9drones.aspx?cms=q8FmFJgiscL2fwIzON1%2BDgg6YEawI3GCv9OZKfcOs7I%3D | https://indianexpress.com/article/world/us-news/bahrain-iran-missile-strikes-us-fifth-fleet-targeted-manama-damage-10561215/lite/ | https://www.aljazeera.com/news/liveblog/2026/3/2/us-israel-attack-iran-live | https://news.usni.org/2026/03/02/shipyard-worker-dead-fire-breaks-out-on-u-s-flagged-tanker-after-iranian-attack-on-bahrain-port?__cf_chl_tk=rTmM_Gc_V1z__RrnNzHgC1CV7WzLpURJwHl6XzqVxCY-1773014596-1.0.1.1-_LxuyLqbUt6_bWhg8IbaSwZOccLqsYQj.Po26cYM0.A | https://news.usni.org/2026/03/02/shipyard-worker-dead-fire-breaks-out-on-u-s-flagged-tanker-after-iranian-attack-on-bahrain-port | https://www.bbc.com/news/articles/cgk28nj0lrjo | https://www.middleeastmonitor.com/20260302-iranian-strike-on-hotel-in-bahrain-injured-2-us-defense-department-employees-report/
wiki_20260303_officials_reported_that_three__95,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Bahrain,2026-03-03,Officials reported that three buildings in Manama and Muharraq were subject to d,Bahrain,unknown,drone,FALSE,TRUE,,,"Officials reported that three buildings in Manama and Muharraq were subject to drone attacks and falling debris from an intercepted missile, with footage showing a drone strike the Era Views Tower. Air raid sirens were activated following the attack.",https://www.cnn.com/2026/02/28/world/us-israeli-strikes-video-breakdown-invs | https://www.bbc.com/news/articles/c204px4zddro | https://web.archive.org/web/20260228162128/https://www.bbc.com/news/articles/c204px4zddro | https://www.timesofisrael.com/liveblog_entry/bahrain-sirens-activated-as-iran-targets-us-bases/
wiki_20260303_on_11_march_qatar_said_that_th_73,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Qatar,2026-03-03,"On 11 March, Qatar said that they intercepted Iranian missiles and drones overni",Qatar,Iran,drone,FALSE,FALSE,25.94493,51.50167,"On 11 March, Qatar said that they intercepted Iranian missiles and drones overnight.",https://www.cnn.com/world/live-news/iran-war-us-israel-trump-03-03-26?post-id=cmmb4jjm400003576cql9002i | https://www.iranintl.com/en/202603119472
wiki_20260303_on_2_march_uae_defence_ministr_25,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-03,"On 2 March, UAE Defence Ministry reported the extent of its operations facing Ir",United Arab Emirates,Iran,ballistic_missile,FALSE,TRUE,,,"On 2 March, UAE Defence Ministry reported the extent of its operations facing Iran. The Ministry updated its interception figure to 174 ballistic missiles tracked (161 intercepted and 13 falling to the sea) and 689 detected drones (645 intercepted) plus eight cruise missiles which struck the country. Educational institutions shifted to remote learning.",https://health.aws.amazon.com/health/status | https://web.archive.org/web/20260302035558/https://health.aws.amazon.com/health/status | https://www.middleeasteye.net/news/us-stonewalling-requests-gulf-states-replenish-interceptors-sources-say | https://web.archive.org/web/20260303085537/https://www.middleeasteye.net/news/us-stonewalling-requests-gulf-states-replenish-interceptors-sources-say | https://www.france24.com/en/middle-east/20260303-france-deploys-fighter-jets-over-uae-to-protect-its-military-bases
wiki_20260303_on_3_march_2026_channel_12_isr_75,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Qatar,2026-03-03,"On 3 March 2026, Channel 12 (Israel) and various western media outlets reported ",Israel,Iran,unknown,FALSE,TRUE,29.76507899988833,29.065917802318616,"On 3 March 2026, Channel 12 (Israel) and various western media outlets reported that Qatar participated in strikes on Iran following Iranian attempts to directly strike Doha's airport. Majed al-Ansari denied that Qatar had joined the ""campaign targeting Iran"".",https://www.bbc.com/news/articles/c93j37egjdeo | https://tg24.sky.it/mondo/2026/03/03/guerra-iran-usa-israele-diretta | https://web.archive.org/web/20260303055329/https://tg24.sky.it/mondo/2026/03/03/guerra-iran-usa-israele-diretta | https://www.jpost.com/middle-east/iran-news/article-888681 | https://web.archive.org/web/20260303153550/https://www.jpost.com/middle-east/iran-news/article-888681 | https://www.timesofisrael.com/liveblog_entry/qatar-carried-out-strikes-in-iran-saudi-arabia-to-soon-follow-israeli-reports/ | https://x.com/majedalansari/status/2028860160593015145?s=20 | https://web.archive.org/web/20260303161014/https://www.timesofisrael.com/liveblog_entry/qatar-carried-out-strikes-in-iran-saudi-arabia-to-soon-follow-israeli-reports/
iransm_s100,iranstrikemap,https://iranstrikemap.com,2026-03-03,Port of Duqm — fuel tank struck by drone,Oman,Iran,drone,TRUE,TRUE,19.6667,57.7167,"A second Iranian drone attack on Oman's Port of Duqm occurred on Day 4 of the conflict. Several drones targeted the port; one struck and hit a fuel tank. No casualties reported. Oman's state news agency (ONA) confirmed the strike. The first Duqm attack (Day 2) wounded 1 port worker (see s035); this second strike directly hit infrastructure but caused no injuries. Duqm is a major commercial port and industrial zone on Oman's Arabian Sea coast, approximately 550km south of Muscat. Oman had previously served as a neutral mediator in Iran-US talks, making these repeated strikes on Omani territory diplomatically significant.","Oman News Agency (ONA) — Oman state news agency, cited in Guardian liveblog 03:59 EST March 3, 2026: ""The Port of Duqm in Oman was targeted by several drones, one of which struck a fuel tank, according to the country's state news agency."" | The Guardian liveblog (March 3, 2026 ~04:02 EST): ""State media: Oman port targeted in suspected drone strike"" — no casualties confirmed"
iransm_s094,iranstrikemap,https://iranstrikemap.com,2026-03-03,Ramat David Air Base — Hezbollah Drone Attack,Israel,Iran,drone,TRUE,FALSE,32.6653,35.1788,"Hezbollah announced a drone attack on Ramat David Air Base in northern Israel's Jezreel Valley — part of Day 4 continued operations by the Lebanon-based group. Ramat David is one of Israel's largest northern air force bases, housing F-16 squadrons. Consistent with Hezbollah's declared campaign against Israeli military targets following Khamenei's killing. Israel simultaneously launched new airstrikes on southern Beirut (Dahiyeh) and issued new evacuation orders for dozens of locations in Lebanon including two southern Beirut neighbourhoods. Lebanon's government separately banned Hezbollah military activities (Reuters, March 2) but the group continued operations. Confidence medium — Hezbollah claim confirmed by Guardian but awaiting IDF damage assessment.","Hezbollah official statement (via Pravda EN, Kurdistan24 — March 3, 2026) | The Guardian liveblog (March 3, 2026 — 'Hezbollah said it had launched drones at northern Israel')"
iransm_s108,iranstrikemap,https://iranstrikemap.com,2026-03-03,Security Headquarters (area housing US personnel),Iraq,Iran,drone,FALSE,FALSE,35.5561,45.4329,"A projectile struck Sulaymaniyah in Iraqi Kurdistan on Tuesday night, triggering a massive fire on a hill allegedly housing a security force headquarters. According to a security official cited by Rudaw, the targeted site is an area where American personnel are stationed. Videos show flames rising from the scene; at least four ambulances responded. Attack is attributed to Iran or Iran-aligned militias targeting US presence in the Kurdistan Region of Iraq. This is distinct from the Erbil hotel drone attack (s092) earlier in the conflict. Confidence MEDIUM — awaiting second-source confirmation on Iran attribution and US presence detail.",Rudaw (Kurdish media outlet) | Times Now liveblog (March 4 2026 IST — March 3 2026 ET)
iransm_s093,iranstrikemap,https://iranstrikemap.com,2026-03-03,Sheikh Isa Air Base — IRGC Wave 14 Drone & Missile Attack,Bahrain,Iran,drone,TRUE,TRUE,26.0273,50.5867,"IRGC launched 'Wave 14 of Operation Sincere Promise 4' — a large-scale drone and missile attack on Sheikh Isa Air Base, the primary US Air Force base in Bahrain (Sakhir). The IRGC used 20 UAVs and 3 ballistic missiles. IRGC claims destruction of the 'main command building and headquarters' and fuel tanks set on fire. Confirmed by IRNA and multiple independent outlets. Sheikh Isa Air Base is separate from the Navy 5th Fleet HQ in Manama (s033). It hosts US Air Force assets and is a key hub for US air operations in the Gulf. IRGC 'destruction' claims unverified by US CENTCOM as of reporting.","IRNA (Iranian state news agency, official IRGC statement — March 3, 2026) | The Guardian liveblog (March 3, 2026 — Day 4 opening summary) | Kurdistan24 (March 3, 2026) | Times of India liveblog (March 3, 2026) | Pravda USA (March 3, 2026 — citing IRGC statement via IRNA)"
